Rank,University,Faculty Count,Publication Count,field,location,lat,lon
1,Univ. of Illinois at Urbana-Champaign,70,13.2,sys,"Atkins Golf Club at the University of Illinois, 2600, South Stone Creek Boulevard, Mira, Urbana, Champaign County, Illinois, 61802, United States",40.090629199999995,-88.17641799034426
2,Carnegie Mellon University,83,12.9,sys,"Carnegie Mellon University, Zebina Way, Bellefield, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States",40.444189699999995,-79.94271918393466
3,ETH Zurich,24,10.1,sys,"ETH Zürich, 130, Binzmühlestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",47.413218,8.5374914
4,Univ. of California - San Diego,61,9.9,sys,"University of California, San Diego, 9500, Gilman Drive, San Diego, San Diego County, California, 92093, United States",32.87924375,-117.23112468377349
5,University of Michigan,50,9.5,sys,"University of Michigan, 500, South State Street, Ann Arbor, Washtenaw County, Michigan, 48109, United States",42.2942142,-83.71003893509601
6,Tsinghua University,72,9.1,sys,"清华大学, 30, 双清路, 五道口, 清华园街道, 东升镇, 海淀区, 北京市, 100084, 中国",40.002290450000004,116.3209629696906
7,Massachusetts Institute of Technology,50,8.8,sys,"Massachusetts Institute of Technology, Bishop Allen Drive, Central Square, Cambridgeport, Cambridge, Middlesex County, Massachusetts, 02139, United States",42.3582529,-71.0966272383055
8,Georgia Institute of Technology,68,8.4,sys,"Georgia Tech, Ferst Drive Northwest, Atlanta, Fulton County, Georgia, 30332, United States",33.776094799999996,-84.3988076699857
9,Univ. of California - Berkeley,50,8.3,sys,"University of California, Berkeley, Haste Street, Downtown Berkeley, Berkeley, Alameda County, California, 94703, United States",37.875499649999995,-122.23906851395179
10,National University of Singapore,47,7.7,sys,"National University of Singapore, Clementi Road, Clementi, Southwest, 119246, Singapore",1.2962018,103.77689765953073
11,Purdue University,44,7.3,sys,"Purdue University, 610, West Lafayette, Tippecanoe County, Indiana, 47907, United States",40.430028,-86.92642114650494
11,Shanghai Jiao Tong University,82,7.3,sys,"上海交通大学（徐汇校区）, 康平路, 天平路街道, 徐汇区, 上海市, 200030, 中国",31.200891149999997,121.4283949471511
13,Univ. of California - Riverside,36,7.0,sys,"University of California, Riverside, 900, University Avenue, Riverside, Riverside County, California, 92521, United States",33.9642567,-117.3397858271953
13,University of Wisconsin - Madison,42,7.0,sys,"University of Wisconsin-Madison, South Allen Street, Regent, Madison, Dane County, Wisconsin, 53726, United States",43.080274450000005,-89.43095871991434
15,Peking University,51,6.7,sys,"北京大学, 5号, 颐和园路, 燕园街道, 海淀镇, 海淀区, 北京市, 100871, 中国",39.99171495,116.30393496863539
16,KAIST,45,6.5,sys,"카이스트안경, 명동8나길, 충무로1가, 명동, 중구, 서울특별시, 04536, 대한민국",37.5612302,126.9832396
16,University of Washington,37,6.5,sys,"University of Washington, Yesler Swamp Trail, Seattle, King County, Washington, 98105, United States",47.655622750000006,-122.30272238357196
18,Northeastern University,42,6.4,sys,"Northeastern University, 360, Huntington Avenue, Fenway / Kenmore, Boston, Suffolk County, Massachusetts, 02115, United States",42.33907025,-71.08783833987422
18,University of Chicago,33,6.4,sys,"The University of Chicago, 5801, South Ellis Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",41.79139685,-87.60084387193544
20,University of Texas at Austin,30,6.2,sys,"University of Texas at Austin, 1, Allandale, Austin, Travis County, Texas, 78712, United States",30.2851494,-97.73393515146053
21,Cornell University,39,6.1,sys,"Cornell University, City of Ithaca, Town of Dryden, Tompkins County, New York, 14850, United States",42.4529076,-76.48008423030923
22,EPFL,29,5.4,sys,"École Polytechnique Fédérale de Lausanne, Route Louis-Favre, Ecublens, District de l'Ouest lausannois, Vaud, 1024, Schweiz/Suisse/Svizzera/Svizra",46.518659400000004,6.566561505148001
23,Pennsylvania State University,39,5.3,sys,"Touro College, 320, West 31st Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10001, United States",40.7505364,-73.995675
24,Stanford University,32,5.2,sys,"Stanford University, 408, Panama Mall, Stanford, Santa Clara County, California, 94305, United States",37.431313849999995,-122.16936535498309
24,Univ. of California - Irvine,39,5.2,sys,"University of California, Irvine, San Antonio, Newport Beach, Orange County, California, 92669, United States",33.64314015,-117.8401967439739
24,University of Pennsylvania,34,5.2,sys,"University of Pennsylvania, South 33rd Street, University City, Philadelphia, Pennsylvania, 19104, United States",39.9493382,-75.1896439962691
27,Columbia University,33,5.1,sys,"Columbia University, West 120th Street, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10027, United States",40.80775585,-73.96164946987652
27,North Carolina State University,39,5.1,sys,"North Carolina State University (Centennial Campus), Oval Drive, Raleigh, Wake County, North Carolina, 27695, United States",35.7714749,-78.6741935
27,University of Maryland - College Park,35,5.1,sys,"University of Maryland, College Park, Baltimore Avenue, University Park, Prince George's County, Maryland, 20742, United States",38.990412449999994,-76.9438585924238
30,Princeton University,26,4.9,sys,"Princeton University, Alexander Road, Princeton, Mercer County, New Jersey, 08540, United States",40.33867515,-74.65836549131683
30,University of Waterloo,48,4.9,sys,"University of Waterloo, Wilmot, Region of Waterloo, Ontario, N2L 3G1, Canada",43.4701994,-80.54524293779451
