Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,Tsinghua University,98,86.1,WORLD,ai,TU,1.6040917739346803,2.8580427602409797,-1.2539509863062994
2,Carnegie Mellon University,102,85.4,WORLD,ai,CMU,1.7770396740893628,2.8138592370040394,-1.0368195629146766
3,Peking University,117,77.4,WORLD,ai,PU,2.4255942996694224,2.3089046857247144,0.116689613944708
4,Chinese Academy of Sciences,54,53.9,WORLD,ai,CAS,-0.29833512776682725,0.8256006913416961,-1.1239358191085234
5,Shanghai Jiao Tong University,110,51.4,WORLD,ai,SJTU,2.122935474398728,0.667802394066907,1.4551330803318208
6,Univ. of Illinois at Urbana-Champaign,64,46.8,WORLD,ai,UIU,0.134034622619879,0.3774535270812949,-0.24341890446141592
7,Zhejiang University,84,45.6,WORLD,ai,ZU,0.9987741233932915,0.3017103443893964,0.6970637790038952
8,Cornell University,49,43.7,WORLD,ai,CU,-0.5145200029601804,0.18178363846055678,-0.6963036414207372
9,Nanyang Technological University,46,40.3,WORLD,ai,NTU,-0.6442309280761923,-0.03282204583315678,-0.6114088822430356
10,KAIST,58,39.5,WORLD,ai,K,-0.12538722761214477,-0.08331750096108913,-0.04206972665105564
11,National University of Singapore,49,39.1,WORLD,ai,NUS,-0.5145200029601804,-0.10856522852505529,-0.4059547744351251
12,Stanford University,54,38.4,WORLD,ai,SU,-0.29833512776682725,-0.15274875176199643,-0.14558637600483082
13,Nanjing University,69,37.3,WORLD,ai,NU,0.35021949781323214,-0.22218000256290374,0.5723995003761359
14,University of Maryland - College Park,51,36.7,WORLD,ai,UMCP,-0.42804605288283915,-0.26005159390885274,-0.1679944589739864
15,Univ. of California - San Diego,68,36.6,WORLD,ai,UCSD,0.3069825227745615,-0.2663635257998444,0.573346048574406
16,Harbin Institute of Technology,77,36.0,WORLD,ai,HIT,0.6961152981225972,-0.3042351171457939,1.000350415268391
17,HKUST,41,33.1,WORLD,ai,H,-0.8604158032695454,-0.4872811419845492,-0.37313466128499617
17,Renmin University of China,48,33.1,WORLD,ai,RUC,-0.557756977998851,-0.4872811419845492,-0.07047583601430185
19,Georgia Institute of Technology,84,32.3,WORLD,ai,GIT,0.9987741233932915,-0.5377765971124819,1.5365507205057733
20,Univ. of California - Berkeley,62,32.2,WORLD,ai,UCB,0.04756067254253775,-0.5440885290034732,0.5916492015460109
21,MBZUAI,34,31.7,WORLD,ai,M,-1.1630746285402398,-0.5756481884584312,-0.5874264400818086
22,Fudan University,56,31.6,WORLD,ai,FU,-0.211861177689486,-0.5819601203494227,0.3700989426599367
23,University of Massachusetts Amherst,41,31.4,WORLD,ai,UMA,-0.8604158032695454,-0.594583984131406,-0.26583181913813936
23,University of Michigan,54,31.4,WORLD,ai,UM,-0.29833512776682725,-0.594583984131406,0.29624885636457876
25,Chinese University of Hong Kong,36,30.1,WORLD,ai,CUHK,-1.0766006784628985,-0.6766390987142962,-0.39996157974860236
26,Univ. of California - Los Angeles,26,29.9,WORLD,ai,UCLA,-1.5089704288496049,-0.6892629624962795,-0.8197074663533254
26,University of Washington,48,29.9,WORLD,ai,UW,-0.557756977998851,-0.6892629624962795,0.13150598449742845
28,Massachusetts Institute of Technology,65,29.2,WORLD,ai,MIT,0.17727159765854963,-0.7334464857332204,0.91071808339177
29,Technion,50,28.6,WORLD,ai,T,-0.4712830279215098,-0.7713180770791697,0.3000350491576599
30,ETH Zurich,32,25.9,WORLD,ai,EZ,-1.249548578617581,-0.9417402381359421,-0.30780834048163896
