Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,ETH Zurich,10,8.8,EURO,network,EZ,2.8267450683069097,3.3986341804153217,-0.571889112108412
2,EPFL,5,7.7,EURO,network,E,0.8752265065050682,2.8100348447804158,-1.9348083382753476
3,University College London,4,5.5,EURO,network,UCL,0.4849227941446999,1.6328361735106052,-1.1479133793659053
4,Technion,11,5.0,EURO,network,T,3.217048780667278,1.3652910209492846,1.8517577597179935
5,Hebrew University of Jerusalem,4,4.2,EURO,network,HUJ,0.4849227941446999,0.9372187768511717,-0.4522959827064718
6,Max Planck Society,5,3.7,EURO,network,MPS,0.8752265065050682,0.6696736242898511,0.20555288221521706
7,University of Cambridge,8,3.2,EURO,network,UC,2.046137643586173,0.40212847172853056,1.6440091718576426
8,KTH Royal Institute of Technology,4,2.9,EURO,network,KRIT,0.4849227941446999,0.24160138019173807,0.24332141395296183
9,Politecnico di Milano,2,2.6,EURO,network,PM,-0.29568463057603667,0.0810742886549458,-0.3767589192309825
10,TU Berlin,2,2.3,EURO,network,TB,-0.29568463057603667,-0.0794528028818467,-0.21623182769418997
11,TU Darmstadt,2,2.2,EURO,network,TD-4,-0.29568463057603667,-0.13296183339411063,-0.16272279718192603
11,Universidade de Lisboa,2,2.2,EURO,network,UL-2,-0.29568463057603667,-0.13296183339411063,-0.16272279718192603
11,University of Edinburgh,2,2.2,EURO,network,UE,-0.29568463057603667,-0.13296183339411063,-0.16272279718192603
14,Goethe University Frankfurt,1,2.0,EURO,network,GUF,-0.685988342936405,-0.23997989441863896,-0.446008448517766
15,TU Delft,4,1.8,EURO,network,TD-3,0.4849227941446999,-0.3469979554431672,0.8319207495878671
15,University of Kent,1,1.8,EURO,network,UK,-0.685988342936405,-0.3469979554431672,-0.3389903874932378
17,Hamburg University of Technology,1,1.5,EURO,network,HUT,-0.685988342936405,-0.5075250469799596,-0.1784632959564454
17,Humboldt University of Berlin,1,1.5,EURO,network,HUB,-0.685988342936405,-0.5075250469799596,-0.1784632959564454
17,IMDEA Networks Institute,2,1.5,EURO,network,INI,-0.29568463057603667,-0.5075250469799596,0.21184041640392293
17,Lancaster University,1,1.5,EURO,network,LU,-0.685988342936405,-0.5075250469799596,-0.1784632959564454
17,VU Amsterdam,2,1.5,EURO,network,VA,-0.29568463057603667,-0.5075250469799596,0.21184041640392293
22,Queen Mary University of London,3,1.4,EURO,network,QMUL,0.09461908178433162,-0.5610340774922237,0.6556531592765553
22,TU Dortmund,1,1.4,EURO,network,TD-2,-0.685988342936405,-0.5610340774922237,-0.12495426544418131
22,Tel Aviv University,2,1.4,EURO,network,TAU,-0.29568463057603667,-0.5610340774922237,0.265349446916187
25,Cyprus University of Technology,1,1.3,EURO,network,CUT,-0.685988342936405,-0.6145431080044877,-0.07144523493191723
25,University of Göttingen,2,1.3,EURO,network,UG,-0.29568463057603667,-0.6145431080044877,0.3188584774284511
27,Ariel University,1,1.2,EURO,network,AU,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
27,Imperial College London,2,1.2,EURO,network,ICL,-0.29568463057603667,-0.6680521385167519,0.37236750794071527
27,TU Dresden,1,1.2,EURO,network,TD,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
27,TU Munich,1,1.2,EURO,network,TM,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
27,University of Lübeck,1,1.2,EURO,network,UL,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
27,University of St Andrews,1,1.2,EURO,network,USA,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
27,Università della Svizzera italiana,1,1.2,EURO,network,US,-0.685988342936405,-0.6680521385167519,-0.017936204419653046
