Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,Univ. of Illinois at Urbana-Champaign,23,44.5,USA,arch,UIU,2.6922012054557145,3.120148643959112,-0.42794743850339767
2,University of Michigan,23,42.5,USA,arch,UM,2.6922012054557145,2.9031702959786454,-0.2109690905229309
3,Georgia Institute of Technology,15,26.5,USA,arch,GIT,0.892400956683092,1.167343512134911,-0.2749425554518189
4,Massachusetts Institute of Technology,13,26.3,USA,arch,MIT,0.4424508944899364,1.1456456773368644,-0.703194782846928
5,Pennsylvania State University,16,21.7,USA,arch,PSU,1.1173759877796698,0.6465954769817907,0.4707805107978792
6,University of Wisconsin - Madison,13,19.6,USA,arch,UWM,0.4424508944899364,0.4187682116023008,0.023682682887635587
7,Purdue University,12,19.5,USA,arch,PU-2,0.2174758633933586,0.4079192942032773,-0.19044343080991874
8,Carnegie Mellon University,17,17.7,USA,arch,CMU,1.3423510188762477,0.21263878102085715,1.1297122378553905
9,Princeton University,8,17.6,USA,arch,PU,-0.6824242609929527,0.20178986362183404,-0.8842141246147868
10,North Carolina State University,10,16.3,USA,arch,NCSU,-0.23247419879979705,0.06075393743453056,-0.29322813623432764
11,Univ. of California - San Diego,15,16.0,USA,arch,UCSD,0.892400956683092,0.028207185237460464,0.8641937714456316
12,University of Chicago,9,15.7,USA,arch,UC,-0.4574492298963749,-0.004339566959609628,-0.45310966293676525
13,Univ. of California - Riverside,9,15.6,USA,arch,UCR,-0.4574492298963749,-0.01518848435863293,-0.442260745537742
14,Stanford University,15,14.8,USA,arch,SU,0.892400956683092,-0.10197982355081953,0.9943807802339115
15,Cornell University,11,13.7,USA,arch,CU-2,-0.007499167703219234,-0.2213179149400764,0.21381874723685718
16,Univ. of California - Santa Barbara,6,13.3,USA,arch,UCSB,-1.1323743231861083,-0.2647135845361696,-0.8676607386499386
17,University of Virginia,7,12.8,USA,arch,UV,-0.9073992920895305,-0.3189581715312863,-0.5884411205582443
18,Yale University,9,12.6,USA,arch,YU,-0.4574492298963749,-0.34065600632933307,-0.1167932235670418
19,University of Rochester,8,10.3,USA,arch,UR,-0.6824242609929527,-0.5901811065068697,-0.092243154486083
19,University of Washington,10,10.3,USA,arch,UW,-0.23247419879979705,-0.5901811065068697,0.3577069077070727
21,University of Pennsylvania,7,10.2,USA,arch,UP,-0.9073992920895305,-0.6010300239058932,-0.3063692681836373
22,University of Texas at Austin,9,9.9,USA,arch,UTA,-0.4574492298963749,-0.6335767761029631,0.17612754620658827
23,Virginia Tech,8,8.5,USA,arch,VT,-0.6824242609929527,-0.78546161968929,0.10303735869633723
24,Texas A&M University,6,8.4,USA,arch,TAU,-1.1323743231861083,-0.7963105370883132,-0.3360637860977951
25,University of Utah,10,8.3,USA,arch,UU,-0.23247419879979705,-0.8071594544873365,0.5746852556875395
26,Duke University,8,8.2,USA,arch,DU,-0.6824242609929527,-0.81800837188636,0.13558411089340727
27,Columbia University,10,8.1,USA,arch,CU,-0.23247419879979705,-0.8288572892853834,0.5963830904855864
28,Univ. of California - Santa Cruz,9,7.9,USA,arch,UCSC,-0.4574492298963749,-0.8505551240834299,0.39310589418705505
29,Univ. of California - Los Angeles,7,7.8,USA,arch,UCLA,-0.9073992920895305,-0.8614040414824533,-0.04599525060707721
30,University of Central Florida,8,7.6,USA,arch,UCF,-0.6824242609929527,-0.8831018762805001,0.20067761528754735
