Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,ETH Zurich,8,14.9,EURO,arch,EZ,1.2773113783004897,2.8414594977496566,-1.5641481194491669
2,Technion,11,12.0,EURO,arch,T,2.227631043756054,2.0722718770098365,0.15535916674621753
3,EPFL,13,11.9,EURO,arch,E,2.8611774873930966,2.045748165949843,0.8154293214432538
4,Uppsala University,4,10.5,EURO,arch,UU,0.010218491026403908,1.6744162111099299,-1.664197720083526
5,University of Murcia,6,9.1,EURO,arch,UM,0.6437649346634469,1.303084256270017,-0.65931932160657
6,Polytechnic University of Catalonia,8,7.2,EURO,arch,PUC,1.2773113783004897,0.7991337461301352,0.47817763217035447
7,University of Edinburgh,7,6.8,EURO,arch,UE,0.9605381564819683,0.6930389018901599,0.26749925459180834
8,Tel Aviv University,2,5.3,EURO,arch,TAU,-0.623327952610639,0.29518323599025326,-0.9185111886008923
8,University of Cambridge,9,5.3,EURO,arch,UC,1.5940846001190112,0.29518323599025326,1.298901364128758
10,NTNU,3,4.3,EURO,arch,N-2,-0.30655473079211754,0.029946125390315416,-0.336500856182433
11,Imperial College London,6,3.9,EURO,arch,ICL,0.6437649346634469,-0.0761487188496597,0.7199136535131065
12,VU Amsterdam,4,3.7,EURO,arch,VA,0.010218491026403908,-0.12919614096964718,0.13941463199605109
13,University of Athens,2,2.9,EURO,arch,UA,-0.623327952610639,-0.3413858294495975,-0.2819421231610415
14,Max Planck Society,5,2.7,EURO,arch,MPS,0.32699171284492534,-0.39443325156958503,0.7214249644145103
15,Universidade de Lisboa,5,2.5,EURO,arch,UL-2,0.32699171284492534,-0.4474806736895726,0.774472386534498
16,TU Delft,3,2.2,EURO,arch,TD-2,-0.30655473079211754,-0.5270518068695539,0.22049707607743635
17,University of Liverpool,1,2.1,EURO,arch,UL,-0.9401011744291604,-0.5535755179295477,-0.3865256564996127
18,NTUA,3,1.9,EURO,arch,N,-0.30655473079211754,-0.6066229400495353,0.3000682092574178
19,Chalmers/GU,1,1.8,EURO,arch,C,-0.9401011744291604,-0.6331466511095292,-0.30695452331963125
20,KTH Royal Institute of Technology,3,1.7,EURO,arch,KRIT,-0.30655473079211754,-0.6596703621695228,0.35311563137740526
20,TU Dresden,3,1.7,EURO,arch,TD,-0.30655473079211754,-0.6596703621695228,0.35311563137740526
20,TU Munich,2,1.7,EURO,arch,TM,-0.623327952610639,-0.6596703621695228,0.03634240955888379
23,Queen's University Belfast,1,1.6,EURO,arch,QUB,-0.9401011744291604,-0.6861940732295166,-0.25390710119964377
23,Sapienza University of Rome,2,1.6,EURO,arch,SUR,-0.623327952610639,-0.6861940732295166,0.06286612061887764
25,Bilkent University,3,1.5,EURO,arch,BU,-0.30655473079211754,-0.7127177842895105,0.40616305349739296
25,Mälardalen University,1,1.5,EURO,arch,MU,-0.9401011744291604,-0.7127177842895105,-0.22738339013964992
25,Saarland University,1,1.5,EURO,arch,SU,-0.9401011744291604,-0.7127177842895105,-0.22738339013964992
25,University of Kent,2,1.5,EURO,arch,UK,-0.623327952610639,-0.7127177842895105,0.08938983167887149
25,University of Stuttgart,1,1.5,EURO,arch,US-2,-0.9401011744291604,-0.7127177842895105,-0.22738339013964992
25,Università della Svizzera italiana,2,1.5,EURO,arch,US,-0.623327952610639,-0.7127177842895105,0.08938983167887149
25,Özyeğin University,1,1.5,EURO,arch,ÖU,-0.9401011744291604,-0.7127177842895105,-0.22738339013964992
