Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,Peking University,11,10.2,ASI,network,PU,1.8420371413854593,4.0598540739272,-2.2178169325417407
2,Tsinghua University,23,9.1,ASI,network,TU,4.656578363626596,3.5023040777819,1.154274285844696
3,KAIST,5,5.6,ASI,network,K-2,0.434766530264891,1.728281362774125,-1.293514832509234
4,HKUST,2,3.8,ASI,network,H,-0.26886877529539316,0.8159268236272693,-1.0847955989226625
4,National University of Singapore,5,3.8,ASI,network,NUS,0.434766530264891,0.8159268236272693,-0.38116029336237833
4,Shanghai Jiao Tong University,15,3.8,ASI,network,SJTU,2.7802175487991714,0.8159268236272693,1.9642907251719022
7,Xi'an Jiaotong University,3,2.9,ASI,network,XJU,-0.03432367344196511,0.35974955405384157,-0.3940732274958067
8,KAUST,3,2.7,ASI,network,K,-0.03432367344196511,0.25837682748196883,-0.29270050092393396
8,Nanjing University,6,2.7,ASI,network,NU,0.669311632118319,0.25837682748196883,0.4109348046363502
10,LUMS,2,2.3,ASI,network,L,-0.26886877529539316,0.055631374338222954,-0.3245001496336161
11,USTC,5,2.1,ASI,network,U-3,0.434766530264891,-0.04574135223364976,0.48050788249854076
11,University of Hong Kong,3,2.1,ASI,network,UHK,-0.03432367344196511,-0.04574135223364976,0.011417678791684649
13,Chinese University of Hong Kong,3,2.0,ASI,network,CUHK-2,-0.03432367344196511,-0.09642771551958623,0.06210404207762112
14,BUPT,4,1.9,ASI,network,B,0.20022142841146295,-0.14711407880552269,0.34733550721698564
15,VISTEC,1,1.8,ASI,network,V,-0.5034138771488212,-0.19780044209145906,-0.30561343505736216
16,Chinese Academy of Sciences,1,1.6,ASI,network,CAS,-0.5034138771488212,-0.2991731686633319,-0.20424070848548936
16,City University of Hong Kong,3,1.6,ASI,network,CUHK,-0.03432367344196511,-0.2991731686633319,0.26484949522136675
16,Seoul National University,2,1.6,ASI,network,SNU,-0.26886877529539316,-0.2991731686633319,0.03030439336793872
16,Xiamen University,3,1.6,ASI,network,XU,-0.03432367344196511,-0.2991731686633319,0.26484949522136675
16,Zhejiang University,6,1.6,ASI,network,ZU,0.669311632118319,-0.2991731686633319,0.9684848007816509
21,IIT Hyderabad,1,1.5,ASI,network,IH,-0.5034138771488212,-0.34985953194926833,-0.1535543451995529
21,University of Tsukuba,1,1.5,ASI,network,UT,-0.5034138771488212,-0.34985953194926833,-0.1535543451995529
23,Beihang University,2,1.3,ASI,network,BU,-0.26886877529539316,-0.4512322585211412,0.18236348322574802
23,IIT Madras,1,1.3,ASI,network,IM,-0.5034138771488212,-0.4512322585211412,-0.05218161862768006
23,National Chiao Tung University,2,1.3,ASI,network,NCTU,-0.26886877529539316,-0.4512322585211412,0.18236348322574802
23,Renmin University of China,1,1.3,ASI,network,RUC,-0.5034138771488212,-0.4512322585211412,-0.05218161862768006
27,Hanyang University,1,1.2,ASI,network,HU-2,-0.5034138771488212,-0.5019186218070777,-0.001495255341743551
27,Hunan University,1,1.2,ASI,network,HU,-0.5034138771488212,-0.5019186218070777,-0.001495255341743551
27,SUTD,1,1.2,ASI,network,S-2,-0.5034138771488212,-0.5019186218070777,-0.001495255341743551
30,Fudan University,1,1.1,ASI,network,FU,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,IISc Bangalore,1,1.1,ASI,network,IB,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,IIT Gandhinagar,1,1.1,ASI,network,IG,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,NWPU,1,1.1,ASI,network,N,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,Nanyang Technological University,1,1.1,ASI,network,NTU,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,Qatar Computing Research Institute,1,1.1,ASI,network,QCRI,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,SUSTech,1,1.1,ASI,network,S,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,TeIAS,1,1.1,ASI,network,T,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,The Hong Kong Polytechnic University,1,1.1,ASI,network,THKPU,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,UESTC,1,1.1,ASI,network,U-2,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,UNIST,1,1.1,ASI,network,U,-0.5034138771488212,-0.552604985093014,0.04919110794419279
30,Wuhan University,1,1.1,ASI,network,WU,-0.5034138771488212,-0.552604985093014,0.04919110794419279
