Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,Carnegie Mellon University,28,21.5,WORLD,the,CMU,2.1761095198991023,3.112536105419982,-0.9364265855208798
2,Univ. of Illinois at Urbana-Champaign,20,17.3,WORLD,the,UIU,0.5233681123807971,1.6616313725937975,-1.1382632602130003
3,Univ. of California - Berkeley,22,16.4,WORLD,the,UCB,0.9365534642603734,1.3507232155596143,-0.41416975129924083
4,Massachusetts Institute of Technology,24,16.3,WORLD,the,MIT,1.3497388161399497,1.3161778647780393,0.033560951361910396
5,University of Warsaw,25,14.9,WORLD,the,UW-3,1.556331492079738,0.8325429538359775,0.7237885382437604
6,University of Texas at Austin,15,14.8,WORLD,the,UTA,-0.5095952673181439,0.7979976030544018,-1.3075928703725457
7,University of Washington,17,14.6,WORLD,the,UW-2,-0.09640991543856747,0.7289069014912498,-0.8253168169298173
8,Tel Aviv University,23,13.9,WORLD,the,TAU,1.1431461402001615,0.48708944602021925,0.6560566941799422
9,Stanford University,19,13.8,WORLD,the,SU,0.31677543644100886,0.45254409523864353,-0.13576865879763467
10,Max Planck Society,15,13.6,WORLD,the,MPS,-0.5095952673181439,0.38345339367549147,-0.8930486609936353
11,Cornell University,16,13.3,WORLD,the,CU,-0.30300259137835567,0.27981734133076436,-0.58281993270912
12,New York University,18,13.2,WORLD,the,NYU,0.11018276050122071,0.24527199054918805,-0.13508923004796736
13,University of Toronto,15,12.9,WORLD,the,UT,-0.5095952673181439,0.14163593820446094,-0.6512312055226048
14,Hebrew University of Jerusalem,21,12.1,WORLD,the,HUJ,0.7299607883205852,-0.13472686804814593,0.8646876563687311
15,Northeastern University,13,12.0,WORLD,the,NU,-0.9227806191977201,-0.16927221882972163,-0.7535084003679985
16,Univ. of California - Los Angeles,8,11.6,WORLD,the,UCLA,-1.955743998896661,-0.30745362195602505,-1.6482903769406358
17,CISPA Helmholtz Center,13,11.5,WORLD,the,CHC,-0.9227806191977201,-0.34199897273760077,-0.5807816464601194
18,IST Austria,9,11.2,WORLD,the,IA,-1.749151322956873,-0.4456350250823285,-1.3035162978745445
19,Aarhus University,17,11.1,WORLD,the,AU,-0.09640991543856747,-0.4801803758639042,0.38377046042533675
20,ETH Zurich,15,11.0,WORLD,the,EZ,-0.5095952673181439,-0.5147257266454799,0.005130459327336023
21,University of Michigan,17,10.8,WORLD,the,UM,-0.09640991543856747,-0.5838164282086313,0.48740651277006386
21,University of Waterloo,22,10.8,WORLD,the,UW,0.9365534642603734,-0.5838164282086313,1.5203698924690048
23,Technion,23,10.4,WORLD,the,T,1.1431461402001615,-0.7219978313349348,1.8651439715350961
23,Univ. of California - San Diego,18,10.4,WORLD,the,UCSD,0.11018276050122071,-0.7219978313349348,0.8321805918361554
25,University of Wisconsin - Madison,11,9.6,WORLD,the,UWM,-1.3359659710772964,-0.9983606375875417,-0.33760533348975474
26,Georgia Institute of Technology,14,9.3,WORLD,the,GIT,-0.716187943257932,-1.1019966899322688,0.38580874667433684
26,Princeton University,15,9.3,WORLD,the,PU,-0.5095952673181439,-1.1019966899322688,0.592401422614125
28,Weizmann Institute of Science,13,9.2,WORLD,the,WIS,-0.9227806191977201,-1.1365420407138451,0.21376142151612498
29,EPFL,15,9.0,WORLD,the,E,-0.5095952673181439,-1.2056327422769966,0.6960374749588527
30,University of Oxford,23,8.9,WORLD,the,UO,1.1431461402001615,-1.2401780930585722,2.3833242332587337
