Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,TU Munich,8,36.7,EURO,database,TM,1.21233578868073,3.885856860958245,-2.673521072277515
2,University of Edinburgh,12,20.8,EURO,database,UE,2.604276879388235,1.6687728850740928,0.9355039943141423
3,EPFL,11,20.3,EURO,database,E-2,2.2562916067113585,1.5990532631909435,0.657238343520415
4,Aalborg University,9,17.6,EURO,database,AU-2,1.5603210613576062,1.2225673050219368,0.3377537563356694
5,Hasso Plattner Institute,4,14.0,EURO,database,HPI,-0.179605302026775,0.7205860274632607,-0.9001913294900357
6,ETH Zurich,8,12.4,EURO,database,EZ,1.21233578868073,0.49748323743718265,0.7148525512435473
7,TU Berlin,3,12.1,EURO,database,TB,-0.5275905747036512,0.45565146430729286,-0.9832420390109441
8,TU Darmstadt,5,11.1,EURO,database,TD-3,0.16837997065010127,0.316212220540994,-0.14783224989089275
9,Tel Aviv University,5,10.6,EURO,database,TAU,0.16837997065010127,0.24649259865784462,-0.07811262800774335
10,University of Warwick,6,9.8,EURO,database,UW,0.5163652433269775,0.1349412036448057,0.38142403968217187
11,University of Mannheim,3,8.6,EURO,database,UM,-0.5275905747036512,-0.03238588887475305,-0.4952046858288982
12,CWI,4,8.5,EURO,database,C,-0.179605302026775,-0.046329813251382884,-0.1332754887753921
12,Technion,5,8.5,EURO,database,T,0.16837997065010127,-0.046329813251382884,0.21470978390148415
14,Imperial College London,5,7.3,EURO,database,ICL,0.16837997065010127,-0.2136569057709415,0.3820368764210428
15,Humboldt University of Berlin,3,6.9,EURO,database,HUB,-0.5275905747036512,-0.269432603277461,-0.25815797142619024
16,University of Oxford,5,6.2,EURO,database,UO,0.16837997065010127,-0.36704007391387017,0.5354200445639714
17,University of Ioannina,1,6.0,EURO,database,UI,-1.2235611200574037,-0.39492792266712995,-0.8286331973902737
18,EURECOM,3,5.7,EURO,database,E,-0.5275905747036512,-0.4367596957970196,-0.0908308789066316
18,Hebrew University of Jerusalem,2,5.7,EURO,database,HUJ,-0.8755758473805275,-0.4367596957970196,-0.4388161515835079
20,Aarhus University,4,5.1,EURO,database,AU,-0.179605302026775,-0.520423242056799,0.340817940030024
21,Saarland University,2,4.7,EURO,database,SU,-0.8755758473805275,-0.5761989395633185,-0.29937690781720905
22,TU Dresden,1,4.5,EURO,database,TD-2,-1.2235611200574037,-0.6040867883165782,-0.6194743317408254
23,University of Amsterdam,2,3.7,EURO,database,UA,-0.8755758473805275,-0.7156381833296173,-0.15993766405091026
24,Bar-Ilan University,2,3.6,EURO,database,BU,-0.8755758473805275,-0.7295821077062472,-0.1459937396742803
25,TU Dortmund,3,3.4,EURO,database,TD,-0.5275905747036512,-0.7574699564595069,0.22987938175585565
25,University of Copenhagen,4,3.4,EURO,database,UC,-0.179605302026775,-0.7574699564595069,0.5778646544327319
25,University of Hannover,1,3.4,EURO,database,UH-2,-1.2235611200574037,-0.7574699564595069,-0.4660911635978968
25,University of Helsinki,4,3.4,EURO,database,UH,-0.179605302026775,-0.7574699564595069,0.5778646544327319
25,University of Salzburg,2,3.4,EURO,database,US,-0.8755758473805275,-0.7574699564595069,-0.11810589092102064
30,KTH Royal Institute of Technology,4,3.2,EURO,database,KRIT,-0.179605302026775,-0.7853578052127667,0.6057525031859916
30,Sapienza University of Rome,9,3.2,EURO,database,SUR,1.5603210613576062,-0.7853578052127667,2.3456788665703727
