Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,Massachusetts Institute of Technology,15,17.2,USA,os,MIT,2.161704726651622,3.615249734380672,-1.4535450077290504
2,Univ. of California - Berkeley,14,11.5,USA,os,UCB,1.9110722945760716,1.927454619072163,-0.01638232449609145
3,Carnegie Mellon University,19,10.2,USA,os,CMU,3.1642344549538235,1.5425188910193448,1.6217155639344787
4,University of Wisconsin - Madison,8,9.1,USA,os,UWM,0.40727770212276937,1.216804044205422,-0.8095263420826526
5,University of Washington,8,8.0,USA,os,UW,0.40727770212276937,0.8910891973914993,-0.4838114952687299
6,Columbia University,9,7.9,USA,os,CU-2,0.6579101341983198,0.8614787567720519,-0.2035686225737321
7,University of Texas at Austin,7,7.3,USA,os,UTA,0.15664527004721898,0.6838161130553665,-0.5271708430081475
8,University of Michigan,7,6.7,USA,os,UM,0.15664527004721898,0.5061534693386814,-0.3495081992914625
9,New York University,5,5.3,USA,os,NYU,-0.34461959410388177,0.09160730066641586,-0.43622689477029764
9,University of Pennsylvania,7,5.3,USA,os,UP,0.15664527004721898,0.09160730066641586,0.06503796938080313
11,Univ. of Illinois at Urbana-Champaign,8,4.9,USA,os,UIU,0.40727770212276937,-0.026834461811374118,0.4341121639341435
12,Georgia Institute of Technology,5,4.8,USA,os,GIT,-0.34461959410388177,-0.05644490243082181,-0.28817469167306
13,Univ. of California - San Diego,12,4.7,USA,os,UCSD,1.4098074304249708,-0.08605534305026924,1.49586277347524
13,University of Chicago,5,4.7,USA,os,UC,-0.34461959410388177,-0.08605534305026924,-0.2585642510536125
15,Cornell University,7,4.3,USA,os,CU,0.15664527004721898,-0.20449710552805947,0.36114237557527845
15,Princeton University,3,4.3,USA,os,PU-2,-0.8458844582549825,-0.20449710552805947,-0.641387352726923
17,Stanford University,6,4.2,USA,os,SU,-0.09398716202833139,-0.2341075461475069,0.1401203841191755
18,Purdue University,7,4.1,USA,os,PU,0.15664527004721898,-0.26371798676695457,0.4203632568141735
19,Pennsylvania State University,8,3.7,USA,os,PSU,0.40727770212276937,-0.38215974924474455,0.789437451367514
20,Stony Brook University,4,3.3,USA,os,SBU,-0.5952520261794322,-0.5006015117225348,-0.09465051445689743
21,Univ. of California - Los Angeles,5,3.0,USA,os,UCLA,-0.34461959410388177,-0.5894328335808774,0.24481323947699563
22,Harvard University,4,2.9,USA,os,HU,-0.5952520261794322,-0.6190432742003249,0.02379124802089272
23,Univ. of California - Santa Barbara,4,2.6,USA,os,UCSB,-0.5952520261794322,-0.7078745960586674,0.11262256987923525
23,Yale University,6,2.6,USA,os,YU,-0.09398716202833139,-0.7078745960586674,0.6138874340303361
25,Univ. of California - Santa Cruz,3,2.3,USA,os,UCSC,-0.8458844582549825,-0.7967059179170102,-0.04917854033797231
25,University of Southern California,2,2.3,USA,os,USC,-1.096516890330533,-0.7967059179170102,-0.2998109724135227
25,Virginia Tech,3,2.3,USA,os,VT,-0.8458844582549825,-0.7967059179170102,-0.04917854033797231
28,Brown University,3,2.1,USA,os,BU,-0.8458844582549825,-0.8559267991559051,0.010042340900922597
28,University of Utah,2,2.1,USA,os,UU,-1.096516890330533,-0.8559267991559051,-0.24059009117462782
30,Northeastern University,3,2.0,USA,os,NU,-0.8458844582549825,-0.8855372397753527,0.03965278152037022
30,Ohio State University,3,2.0,USA,os,OSU,-0.8458844582549825,-0.8855372397753527,0.03965278152037022
30,University of Massachusetts Amherst,2,2.0,USA,os,UMA,-1.096516890330533,-0.8855372397753527,-0.2109796505551802
