Rank,University,Faculty Count,Publication Count,region,field,abbr,Standardized Faculty Count,Standardized Publication Count,Discrepancy
1,University of Sydney,31,3.3,AUS,all,US,0.6205487194488413,2.317850426843344,-1.697301707394503
2,Monash University,50,2.7,AUS,all,MU-3,1.9619743944250787,1.403542646012406,0.5584317484126726
2,UNSW,39,2.7,AUS,all,U,1.1853595299651518,1.403542646012406,-0.21818311604725427
4,University of Melbourne,46,2.6,AUS,all,UM,1.6795689891669234,1.2511580158739162,0.42841097329300726
5,Australian National University,39,2.2,AUS,all,ANU,1.1853595299651518,0.641619495319957,0.5437400346451948
6,University of Adelaide,25,2.1,AUS,all,UA-2,0.19694061156160836,0.4892348651814671,-0.2922942536198587
6,University of Technology Sydney,30,2.1,AUS,all,UTS,0.5499473681343025,0.4892348651814671,0.06071250295283537
8,Macquarie University,19,1.6,AUS,all,MU-2,-0.22666749632562455,-0.2726882855109819,0.04602078918535735
8,RMIT University,28,1.6,AUS,all,RU,0.4087446655052248,-0.2726882855109819,0.6814329510162067
8,University of Queensland,17,1.6,AUS,all,UQ,-0.3678701989547022,-0.2726882855109819,-0.09518191344372029
11,University of Auckland,24,1.5,AUS,all,UA,0.12633926024706954,-0.42507291564947186,0.5514121758965413
12,Queensland University of Technology,14,1.3,AUS,all,QUT,-0.5796742528983186,-0.7298421759264514,0.15016792302813275
12,University of Western Australia,6,1.3,AUS,all,UWA,-1.144485063414629,-0.7298421759264514,-0.4146428874881777
12,University of Wollongong,10,1.3,AUS,all,UW-2,-0.8620796581564739,-0.7298421759264514,-0.13223748223002252
12,Victoria University of Wellington,18,1.3,AUS,all,VUW,-0.29726884764016337,-0.7298421759264514,0.43257332828628803
16,University of Canterbury,5,1.2,AUS,all,UC,-1.215086414729168,-0.8822268060649413,-0.3328596086642267
16,University of Waikato,8,1.2,AUS,all,UW,-1.0032823607855514,-0.8822268060649413,-0.12105555472061014
18,Massey University,6,1.1,AUS,all,MU,-1.144485063414629,-1.0346114362034309,-0.1098736272111982
18,University of Otago,7,1.1,AUS,all,UO,-1.0738837121000904,-1.0346114362034309,-0.03927227589665949
