Rank,University,Faculty Count,Publication Count
1,Australian National University,7,3.2
2,University of Sydney,3,2.7
3,UNSW,4,2.4
4,Macquarie University,1,1.3
4,Victoria University of Wellington,1,1.3
6,University of Adelaide,1,1.1
6,University of Melbourne,1,1.1
