Rank,University,Faculty Count,Publication Count
1,University of British Columbia,6,4.4
2,University of Toronto,4,3.2
3,Simon Fraser University,4,2.4
4,University of Waterloo,1,1.5
5,McGill University,1,1.3
6,Carleton University,1,1.2
6,University of Alberta,1,1.2
8,University of Montreal,1,1.1
