Rank,University,Faculty Count,Publication Count
1,University of Toronto,6,9.5
2,University of Waterloo,6,6.5
3,University of British Columbia,2,3.3
4,McGill University,2,2.0
4,Simon Fraser University,1,2.0
6,Concordia University,1,1.4
7,University of Alberta,1,1.3
7,University of Montreal,1,1.3
