Rank,University,Faculty Count,Publication Count
1,University of Sydney,5,2.8
2,Australian National University,4,2.1
2,University of Melbourne,5,2.1
4,University of Technology Sydney,3,1.8
4,University of Wollongong,5,1.8
6,Monash University,4,1.7
6,UNSW,3,1.7
8,Macquarie University,1,1.2
8,University of Auckland,2,1.2
